0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	13.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	15.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	17.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	19.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	21.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	25.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	27.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	29.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	31.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	8	33.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	0	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	0.4	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	0.8	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	1.2	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	1.6	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2.4	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2.8	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	3.2	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	3.6	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	4	8	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	4	23.3	-5	62	11	2.4	15	5
0.21082	0.46228	0.01524	0.01524	2.1	0.3	0.2	2	4.8	23.3	-5	62	11	2.4	15	5
