N,1,0.2106016330946939,0.0095929420850922,-0.1051831917918674
N,2,0.2122661924990365,0.0114658150076527,-0.1012875180217982
N,3,0.2139190947760357,0.0132859247143128,-0.0973918442517290
N,4,0.2155620744356205,0.0150514120755368,-0.0934961704816599
N,5,0.2171968331620943,0.0167604045778473,-0.0896004967115907
N,6,0.2188250375262017,0.0184110164675864,-0.0857048229415216
N,7,0.2204483164319845,0.0200013489078118,-0.0818091491714524
N,8,0.2220682583157575,0.0215294901520435,-0.0779134754013832
N,9,0.2236864081141766,0.0229935157383321,-0.0740178016313141
N,10,0.2253042640181945,0.0243914887068846,-0.0701221278612449
N,11,0.2269232740296672,0.0257214598442592,-0.0662264540911758
N,12,0.2285448323374558,0.0269814679569124,-0.0623307803211066
N,13,0.2301702755300100,0.0281695401766657,-0.0584351065510374
N,14,0.2318008786616148,0.0292836923004284,-0.0545394327809683
N,15,0.2334378511896726,0.0303219291662959,-0.0506437590108991
N,16,0.2350823328005771,0.0312822450679065,-0.0467480852408299
N,17,0.2367353891418615,0.0321626242087134,-0.0428524114707608
N,18,0.2383980074783709,0.0329610411975911,-0.0389567377006916
N,19,0.2400710922901726,0.0336754615869587,-0.0350610639306225
N,20,0.2417554608297803,0.0343038424543661,-0.0311653901605533
N,21,0.2434518386559908,0.0348441330282501,-0.0272697163904841
N,22,0.2451608551612186,0.0352942753583351,-0.0233740426204150
N,23,0.2468830391086383,0.0356522050309240,-0.0194783688503458
N,24,0.2486188141947092,0.0359158519291012,-0.0155826950802766
N,25,0.2503684946517474,0.0360831410376617,-0.0116870213102075
N,26,0.2521322809041325,0.0361519932923803,-0.0077913475401383
N,27,0.2539102552904806,0.0361203264730542,-0.0038956737700692
N,28,0.2557023778626964,0.0359860561395896,0.0000000000000000
N,29,0.2575084822712347,0.0357470966102607,0.0038956737700692
N,30,0.2593282717441624,0.0354013619811545,0.0077913475401383
N,31,0.2611613151657340,0.0349467671857244,0.0116870213102075
N,32,0.2630070432581867,0.0343812290933156,0.0155826950802766
N,33,0.2648647448683329,0.0337026676454957,0.0194783688503458
N,34,0.2667335633583066,0.0329090070290288,0.0233740426204150
N,35,0.2686124930975047,0.0319981768843709,0.0272697163904841
N,36,0.2705003760503871,0.0309681135486357,0.0311653901605533
N,37,0.2723958984523551,0.0298167613320972,0.0350610639306225
N,38,0.2742975875634462,0.0285420738274391,0.0389567377006916
N,39,0.2762038084870619,0.0271420152511522,0.0428524114707608
N,40,0.2781127610383976,0.0256145618167061,0.0467480852408299
N,41,0.2800224766446731,0.0239577031393884,0.0506437590108991
N,42,0.2819308152566642,0.0221694436730058,0.0545394327809683
N,43,0.2838354622484138,0.0202478041789940,0.0584351065510374
N,44,0.2857339252793395,0.0181908232288621,0.0623307803211066
N,45,0.2876235310902373,0.0159965587413308,0.0662264540911757
N,46,0.2895014222018997,0.0136630895559945,0.0701221278612449
N,47,0.2913645534821729,0.0111885170458548,0.0740178016313141
N,48,0.2932096885442598,0.0085709667716409,0.0779134754013832
N,49,0.2950333959358752,0.0058085901814506,0.0818091491714524
N,50,0.2968320450754288,0.0028995663599253,0.0857048229415216
N,51,0.2986018018876989,-0.0001578961680889,0.0896004967115907
N,52,0.3003386240873791,-0.0033655575736271,0.0934961704816599
N,53,0.3020382560543548,-0.0067251447927774,0.0973918442517290
N,54,0.3036962232394991,-0.0102383495212876,0.1012875180217982
N,55,0.3053078260340442,-0.0139068261258597,0.1051831917918674
N,56,0.2146763910882904,0.0092385297360301,-0.1054815805439501
N,57,0.2163275628517326,0.0111368068756917,-0.1015808785752552
N,58,0.2179666404081688,0.0129824426063896,-0.0976801766065603
N,59,0.2195953419766487,0.0147736275610261,-0.0937794746378654
N,60,0.2212153536568786,0.0165085410209945,-0.0898787726691705
N,61,0.2228283272479716,0.0181853510373354,-0.0859780707004756
N,62,0.2244358778205183,0.0198022145621565,-0.0820773687317807
N,63,0.2260395810583661,0.0213572775933748,-0.0781766667630858
N,64,0.2276409703861576,0.0228486753356412,-0.0742759647943909
N,65,0.2292415338984887,0.0242745323801096,-0.0703752628256960
N,66,0.2308427111064987,0.0256329629055308,-0.0664745608570011
N,67,0.2324458895177370,0.0269220709029638,-0.0625738588883062
N,68,0.2340524010652525,0.0281399504262184,-0.0586731569196113
N,69,0.2356635184019856,0.0292846858699595,-0.0547724549509164
N,70,0.2372804510766764,0.0303543522772185,-0.0508717529822215
N,71,0.2389043416076275,0.0313470156778753,-0.0469710510135266
N,72,0.2405362614707286,0.0322607334594816,-0.0430703490448317
N,73,0.2421772070181674,0.0330935547716114,-0.0391696470761368
N,74,0.2438280953441729,0.0338435209647288,-0.0352689451074419
N,75,0.2454897601139689,0.0345086660643742,-0.0313682431387470
N,76,0.2471629473718193,0.0350870172812790,-0.0274675411700521
N,77,0.2488483113436318,0.0355765955578288,-0.0235668392013572
N,78,0.2505464102490251,0.0359754161511107,-0.0196661372326623
N,79,0.2522577021370616,0.0362814892526040,-0.0157654352639674
N,80,0.2539825407589895,0.0364928206444000,-0.0118647332952725
N,81,0.2557211714903285,0.0366074123916782,-0.0079640313265776
N,82,0.2574737273134725,0.0366232635710188,-0.0040633293578827
N,83,0.2592402248706679,0.0365383710339968,-0.0001626273891878
N,84,0.2610205605957717,0.0363507302053879,0.0037380745795071
N,85,0.2628145069316022,0.0360583359152201,0.0076387765482020
N,86,0.2646217086379719,0.0356591832638271,0.0115394785168969
N,87,0.2664416791936650,0.0351512685190073,0.0154401804855918
N,88,0.2682737972936766,0.0345325900443631,0.0193408824542867
N,89,0.2701173034410081,0.0338011492578917,0.0232415844229816
N,90,0.2719712966302044,0.0329549516199233,0.0271422863916765
N,91,0.2738347311176514,0.0319920076495537,0.0310429883603714
N,92,0.2757064132714261,0.0309103339688014,0.0349436903290663
N,93,0.2775849984912294,0.0297079543738261,0.0388443922977612
N,94,0.2794689881866306,0.0283829009326917,0.0427450942664561
N,95,0.2813567267995286,0.0269332151093223,0.0466457962351510
N,96,0.2832463988543825,0.0253569489135082,0.0505464982038459
N,97,0.2851360260173925,0.0236521660770461,0.0544472001725408
N,98,0.2870234641434064,0.0218169432563695,0.0583479021412357
N,99,0.2889064002868938,0.0198493712623172,0.0622486041099306
N,100,0.2907823496508370,0.0177475563180230,0.0661493060786255
N,101,0.2926486524448377,0.0155096213462726,0.0700500080473204
N,102,0.2945024706210906,0.0131337072880763,0.0739507100160153
N,103,0.2963407844541096,0.0106179744546436,0.0778514119847102
N,104,0.2981603889271665,0.0079606039154295,0.0817521139534051
N,105,0.2999578898852725,0.0051597989254429,0.0856528159221000
N,106,0.3017296999111533,0.0022137863955846,0.0895535178907949
N,107,0.3034720338769565,-0.0008791815895886,0.0934542198594898
N,108,0.3051809041203432,-0.0041208262015871,0.0973549218281847
N,109,0.3068521151890278,-0.0075128402393504,0.1012556237968796
N,110,0.3084812580926817,-0.0110568864355518,0.1051563257655745
N,111,0.2187498232916609,0.0088846230894600,-0.1057691730944707
N,112,0.2203875730739468,0.0108083068960408,-0.1018638570360839
N,113,0.2220128002946930,0.0126794819310445,-0.0979585409776972
N,114,0.2236272070466547,0.0144963868964933,-0.0940532249193104
